uf,week,date,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95
MG,24,2026-03-15,11389.5,4051.975,4733.6500000000005,5672.3,7773.25,18601.25,33232.70000000003,51644.449999999975,93042.92499999996
MG,25,2026-03-22,12134.5,4029.4750000000004,4828.1,5717.8,8085.25,19620,34183.9,53637.55,83247.49999999993
MG,26,2026-03-29,12287,4393.325,5126.75,6112.4,8221,20234.25,36175.10000000002,57063.89999999998,84273.37499999991
MG,27,2026-04-05,12624,4164.825,5023.4,6046.700000000001,8189.5,20356.5,39675.200000000055,61684.799999999974,100672.99999999991
MG,28,2026-04-12,12165,4302.9000000000005,5042.95,5907.6,8041.5,20726.75,38396.5,55099.39999999999,83358.3499999997
MG,29,2026-04-19,12256,4061.925,4760.6,5817.9000000000005,8084.25,20081.25,35820.90000000001,51081.299999999974,84045.49999999993
MG,30,2026-04-26,11484.5,3954.9249999999997,4541.55,5324.0999999999995,7478.25,18957.25,32826.700000000004,52042.29999999999,79285.99999999932
MG,31,2026-05-03,10154,3587.5750000000003,4063.9,4934.6,6840,16531.75,30545.4,48476.19999999999,66146.29999999993
MG,32,2026-05-10,8869.5,3092.975,3476.7000000000003,4122.9,5817.75,14359,26530.4,40333.949999999975,63175.54999999999
MG,33,2026-05-17,7373.5,2429.8,2930.65,3508.3,4830,12096.25,20055.60000000001,30894.399999999994,48438.29999999993
MG,34,2026-05-24,5862.5,2084.8,2382.65,2862.4,3985.75,9271.75,16062.700000000004,28184.049999999996,40308.17499999999
MG,35,2026-05-31,4548,1653.7,1857,2300.9,3100.25,7282.75,12808.500000000004,20194.35,33062.724999999904
MG,36,2026-06-07,3552.5,1261.75,1473.95,1774.8,2400.5,5700.5,9829.400000000003,14440.699999999999,24070.92499999996
MG,37,2026-06-14,2744,987.975,1132.8000000000002,1340,1849.25,4367,7513.800000000006,11741.849999999999,20008.749999999953
MG,38,2026-06-21,2083.5,745.85,855,1015.8,1405,3246,6021.700000000006,9089.049999999997,14065.424999999997
MG,39,2026-06-28,1615.5,540.9000000000001,631.95,787,1070,2599.5,4455.700000000001,7155.2,10584.674999999965
MG,40,2026-07-05,1260,465.97499999999997,525.95,618,843.75,1992.5,3545.900000000001,4936.799999999999,8054.399999999949
MG,41,2026-07-12,1024.5,360.925,411,485,668,1690.25,2881.5000000000005,4320.45,6889.599999999997
MG,42,2026-07-19,827,291.97499999999997,346,407,564,1336.75,2359.9000000000015,3679.449999999999,6337.3499999999985
MG,43,2026-07-26,728,254,296.95,362,493.75,1157,1986.2000000000016,3030.7999999999993,4499.849999999947
MG,44,2026-08-02,640,227.975,270,314.90000000000003,427.75,1032,1841.1000000000001,2710.999999999998,4970.724999999997
MG,45,2026-08-09,572.5,208,237.95,289.9,390,929,1645.500000000002,2709.1499999999996,4225.024999999983
MG,46,2026-08-16,540.5,193,224,265,362,910.5,1636.2000000000003,2512.8499999999995,3938.5749999999916
MG,47,2026-08-23,532,180.975,216,258.9,352.75,887.25,1627.9000000000012,2466.1,4206.899999999994
MG,48,2026-08-30,515,181,211.95,252.9,346,870,1642.1000000000001,2444.1499999999996,3979.199999999999
MG,49,2026-09-06,539,182,206.95000000000002,251,352,895,1586.1000000000001,2543.8499999999995,3954.499999999992
MG,50,2026-09-13,545.5,174,214,260,360,917.25,1725.0000000000014,2648.899999999999,4328.699999999996
MG,51,2026-09-20,581,191,221,273,384,983,1828.4000000000005,2828.349999999999,4873.274999999993
MG,52,2026-09-27,597,204,230,281,392,1000,1847.3000000000004,2929.699999999999,4861.249999999993
MG,53,2026-10-04,623,209,255,304.79999999999995,416.75,1069,1920.1000000000001,3017.7999999999993,5523.474999999992
MS,1,2025-10-05,86,15,21,31,49,166,313.10000000000014,468.1999999999998,622.0249999999999
MS,2,2025-10-12,95,17,22,31,55,189,356.10000000000014,543.05,860.4999999999973
MS,3,2025-10-19,115,20,25,36,63,214.25,391,606.05,1055.0249999999999
MS,4,2025-10-26,127.5,21,28,40,72,249,480.3000000000004,716.05,953.4499999999975
MS,5,2025-11-02,146,24.975,33,47,78,279.25,515,786.0999999999999,1146.0499999999997
MS,6,2025-11-09,165,26,37,51,90,320,606,1004.6499999999994,1424.5249999999971
MS,7,2025-11-16,183.5,30.975,41,58,102.75,367.25,704.2000000000003,1118.4499999999996,1638.2249999999988
MS,8,2025-11-23,214,37,50,65.9,116,406,760.1000000000001,1179.2499999999998,1786.7749999999958
MS,9,2025-11-30,229,38.975,52,70,126,448,883.2000000000003,1440.5499999999995,2075.075
MS,10,2025-12-07,263,42,54,79,137,502.25,929.5000000000007,1471.1499999999999,2100.1749999999993
MS,11,2025-12-14,276.5,45,63,88,152,552,999.3000000000004,1469.1499999999999,2234.1749999999993
MS,12,2025-12-21,326.5,54.975,72,102,173,621.25,1204.3000000000004,1890.3999999999978,2775.3499999999976
MS,13,2025-12-28,330,55.975,75,102,173,606.5,1203.1000000000001,1771.6999999999994,2661.4749999999976
MS,14,2026-01-04,382,67,86.95,120.9,210,753,1492.4000000000005,2297.1499999999996,3195.5749999999966
MS,15,2026-01-11,449.5,79.95,102.95,143,241,871,1696.1000000000001,2572.2999999999997,4030.1749999999993
MS,16,2026-01-18,527.5,84.975,112.95,155,279,1009.5,1932.1000000000001,3007.45,4247.774999999996
MS,17,2026-01-25,619.5,105.975,141.95,190,337,1196.25,2150.2000000000003,3340.2999999999993,5527.674999999969
MS,18,2026-02-01,672,126.97500000000001,162.90000000000003,218,369,1275,2418.4000000000015,3604.899999999999,5282.474999999998
MS,19,2026-02-08,772,131.975,177.95,255.9,417.75,1464.25,2610.300000000003,3810.45,5283.5499999999865
MS,20,2026-02-15,845.5,152.9,197,266,462,1571.25,2866.4000000000033,4559.1,6411.199999999993
MS,21,2026-02-22,890.5,157,211.9,294.90000000000003,503.75,1680,2963.0000000000014,4297.299999999999,6507.774999999985
MS,22,2026-03-01,947,153.92499999999998,213,293,505.75,1751.75,3323.9000000000024,4937.25,6634.075
MS,23,2026-03-08,1004,170,230.95000000000002,318,553,1831.5,3392.1000000000004,5073.899999999999,7145.974999999989
MS,24,2026-03-15,996.5,173.95000000000002,218.95000000000002,308,558.75,1914.5,3468.000000000002,5256.9,7606.074999999994
MS,25,2026-03-22,1021.5,192.95,242.95000000000002,323,548,1914.5,3588.9000000000015,5536.1,8300.099999999984
MS,26,2026-03-29,1019.5,171.925,235.95,330.90000000000003,549.75,1924.75,3422,5134.200000000001,7372.7249999999685
MS,27,2026-04-05,1001,160.95,226,311,549,1973,3672.4000000000005,5272.999999999999,7628.599999999997
MS,28,2026-04-12,965,160,218.95000000000002,305.9,526.75,1814.25,3510.3,5269.149999999999,7874.1249999999945
MS,29,2026-04-19,924,158.97500000000002,207.95,290,522,1810.5,3362.6000000000035,5044.749999999999,7744.024999999989
MS,30,2026-04-26,883,134.95000000000002,182.95000000000002,282,481.75,1672.5,3107.3000000000006,4673.25,6136.62499999998
MS,31,2026-05-03,795,116,167.9,233,413,1497.25,2765.5000000000005,4165.449999999999,6252.924999999985
MS,32,2026-05-10,712,110.97500000000001,154.95000000000002,218.9,386.5,1353.75,2516.2000000000016,3589.6999999999985,5229.599999999997
MS,33,2026-05-17,578.5,98,132,180.9,306,1093.25,2047.1000000000001,2924.1,4859.824999999995
MS,34,2026-05-24,494,79,108.95,150,265,928.25,1788.800000000001,2707.3999999999987,3856.124999999999
MS,35,2026-05-31,405,67,87,120,213,751,1569.3000000000004,2327.8999999999996,3514.2499999999986
MS,36,2026-06-07,331.5,55,73.95,102.9,174,646,1205.4000000000005,1879.999999999999,2863.3499999999976
MS,37,2026-06-14,268,44,57,86,143,535.5,997.1000000000001,1463.2499999999998,2359.8249999999953
MS,38,2026-06-21,215.5,33,46,68,116,413,813.1000000000001,1249.3499999999997,2004.0499999999997
MS,39,2026-06-28,178,28,38,53,92,352.25,650.1000000000001,1014.2999999999997,1697.0999999999995
MS,40,2026-07-05,148,21,30,42,77,286,509,814.8499999999992,1300.3249999999982
MS,41,2026-07-12,117.5,17.975,26,36,61,240,439.2000000000003,649.6499999999994,977.174999999999
MS,42,2026-07-19,100,16,21,30,53,191,345,542,816.174999999999
MS,43,2026-07-26,85,13,18,25.900000000000006,45,171,323.2000000000003,501.04999999999995,811.0249999999999
MS,44,2026-08-02,78,12,16,23,40,150,280,412.0999999999999,574.1249999999993
MS,45,2026-08-09,69,11,15,21.900000000000006,38,135,253.10000000000014,362.14999999999986,551.0249999999999
MS,46,2026-08-16,65,10,14,21,36,122,232.10000000000014,373.0999999999999,546.0749999999996
MS,47,2026-08-23,61.5,11,14,20,34,118,211.10000000000014,325.0999999999999,501.1499999999992
MS,48,2026-08-30,59,10,13,18,32,115,227,335.04999999999995,483.02499999999986
MS,49,2026-09-06,61,11,14,19,32,113,219,309.0999999999999,472.3249999999982
MS,50,2026-09-13,64,11,15,20,34,125,228.10000000000014,354.04999999999995,495.0749999999996
MS,51,2026-09-20,69,12,15.950000000000003,21,38,129,238,371.1999999999998,541.4249999999977
MS,52,2026-09-27,72,12,16,23,40,140,252,372,557.0249999999999
MS,53,2026-10-04,80,13,18,26,44,154.25,283,424.04999999999995,629.3999999999978
MT,1,2025-10-05,101,33,40,49,71,153,231,302.0999999999999,393.09999999999945
MT,2,2025-10-12,115,37,45,55,77,167.25,247,325.04999999999995,407.1249999999993
MT,3,2025-10-19,124,41.975,50,63,88,192,286.10000000000014,379.04999999999995,499.0749999999996
MT,4,2025-10-26,146,48.975,60,72,99,215.25,329,422.04999999999995,572.0499999999997
MT,5,2025-11-02,169,57.975,67,82,114,250.25,357.10000000000014,502.0999999999999,665.0749999999996
MT,6,2025-11-09,198,65.975,76.95,98.9,134,300,462.10000000000014,606.05,827.0249999999999
MT,7,2025-11-16,229,80,94,111,158,342.25,526.1000000000001,693.4499999999996,982.1499999999992
MT,8,2025-11-23,266,86,106,131,182,407,622,826,1056.0249999999999
MT,9,2025-11-30,294,102,119.95,146,202,447,698.1000000000001,923.0999999999999,1175.0749999999996
MT,10,2025-12-07,338,107.975,128,158,227,506,749.3000000000004,994.0999999999999,1275.4749999999974
MT,11,2025-12-14,369,130,152,179,250,540,791,1120.2999999999997,1523.0749999999996
MT,12,2025-12-21,411,151.95,171.95,206,282,641.25,986,1323.05,1679.1249999999993
MT,13,2025-12-28,421,145.975,175.95,211,290,613.25,938.8000000000011,1309.05,1675.549999999997
MT,14,2026-01-04,494,175.975,209,245,340,741.5,1135.1000000000001,1457.1,1934.199999999999
MT,15,2026-01-11,578.5,202.97500000000002,237,289,401.75,857.5,1361.3000000000004,1764.05,2417.1749999999993
MT,16,2026-01-18,666,245.97500000000002,282.95000000000005,348.9,469,987.5,1526.5000000000007,2030.05,2570.075
MT,17,2026-01-25,762,279.975,316,378.80000000000007,523,1127,1741.2000000000003,2374.4999999999995,3016.374999999998
MT,18,2026-02-01,835.5,289,343.95,420.9,579,1256,1897,2461.2,3265.3249999999985
MT,19,2026-02-08,886.5,316.975,362,441,603,1306,1944.2000000000003,2546.5999999999995,3375.0499999999993
MT,20,2026-02-15,890,331.975,378.85,456.79999999999995,619,1365.25,1998.1000000000001,2615.05,3540.2749999999987
MT,21,2026-02-22,910,344.975,384,463.9,618.75,1355,2026.1000000000001,2670.3499999999995,3579.3499999999976
MT,22,2026-03-01,886,319.975,363.95,442.90000000000003,616,1321.25,1992.1000000000001,2487,3305.2999999999984
MT,23,2026-03-08,862,305.97499999999997,361.95,441.70000000000005,604.75,1284,1938.2000000000003,2574.3999999999996,3214.549999999997
MT,24,2026-03-15,845,308.925,363,428,586.75,1255.25,1870.700000000001,2462.3499999999985,3221.1249999999995
MT,25,2026-03-22,836.5,299,351,412.79999999999995,567.75,1253.25,1877.4000000000005,2536.1499999999996,3267.324999999998
MT,26,2026-03-29,823,288,346,411,565.75,1233.25,1884,2416.6499999999996,3186.8499999999954
MT,27,2026-04-05,827.5,279.975,340.95,421,574,1246.25,1826,2321.249999999999,3013.2749999999987
MT,28,2026-04-12,798,289.97499999999997,342,406.90000000000003,547,1228,1838.6000000000008,2284.45,3058.6749999999965
MT,29,2026-04-19,796.5,280.95000000000005,342,398.90000000000003,550.75,1201,1855.4000000000005,2414.1,3276.1749999999993
MT,30,2026-04-26,788,274,324.85,392,546,1187.5,1807.3000000000004,2317.0499999999997,3090.0499999999997
MT,31,2026-05-03,759,270,313.95,382.90000000000003,541,1158,1783.1000000000001,2352.3999999999996,3225.399999999998
MT,32,2026-05-10,726.5,253.97500000000002,296,355,495,1101,1703.1000000000001,2180,2903.849999999995
MT,33,2026-05-17,673,241.975,292,342,476.75,1036,1574.2000000000003,2143.749999999999,2859.474999999997
MT,34,2026-05-24,630.5,209.975,251,307,425.75,933.75,1389.4000000000005,1910.6999999999994,2624.974999999995
MT,35,2026-05-31,532,193,220.95,267,369,820.25,1243.700000000001,1666.05,2109.0749999999944
MT,36,2026-06-07,459.5,160.975,191.95,230,316,704,1084.3000000000004,1451.1999999999998,2096.149999999999
MT,37,2026-06-14,408.5,139.975,170,202,275,621.25,977.2000000000003,1242.8999999999992,1660.0499999999997
MT,38,2026-06-21,348.5,111,132.95,166,233,529,818.1000000000001,1092.1,1489.549999999997
MT,39,2026-06-28,297,98.97500000000001,120,142.9,203,453.25,694.2000000000003,921.2499999999998,1173.1499999999992
MT,40,2026-07-05,247,82,101,125,173,382.25,604,783.4999999999995,1147.349999999998
MT,41,2026-07-12,216.5,76,89,104,147,325,531,694,936.1499999999992
MT,42,2026-07-19,186,62,74,92,125,283,436.10000000000014,570.0999999999999,724.1999999999989
MT,43,2026-07-26,162,55.975,65,80,111,241,384.10000000000014,517,717.0249999999999
MT,44,2026-08-02,145,47,57,70,98,217,336,437.04999999999995,612
MT,45,2026-08-09,131,45,54,64,91,195,305.10000000000014,397.04999999999995,552.0749999999996
MT,46,2026-08-16,121,40.975,49,59,82,180,267.10000000000014,362.14999999999986,490.0749999999996
MT,47,2026-08-23,109,37,44,54,75,165,250.20000000000027,340.04999999999995,452.02499999999986
MT,48,2026-08-30,101,36,42,50,70,151.25,231.10000000000014,292.04999999999995,389.02499999999986
MT,49,2026-09-06,98,34.975,41,49,67,145,219,282.0999999999999,396
MT,50,2026-09-13,95,32,40,48,65,140,215,280.0999999999999,359.0749999999996
MT,51,2026-09-20,91,31,37.95,46,64,139.25,202.20000000000027,282.0999999999999,352.0499999999997
MT,52,2026-09-27,93,31,37.95,46,64,140,207,267.0999999999999,370.09999999999945
MT,53,2026-10-04,96,34,40,48,67,143,207.10000000000014,270,341.0499999999997
PA,1,2025-10-05,56,17,21,27,39,84,118,149,191
PA,2,2025-10-12,56,17,21,26,38,83,120.10000000000014,156.0999999999999,189.04999999999973
PA,3,2025-10-19,58,16,21,27,39,87,127,155.04999999999995,192.02499999999986
PA,4,2025-10-26,61,20,24.950000000000003,30,43,91,129,162.04999999999995,200
PA,5,2025-11-02,67,21,25,32,44,97,140.10000000000014,182,242
PA,6,2025-11-09,73,23,29,35,49,109,153,199,240.02499999999986
PA,7,2025-11-16,81,26,30.950000000000003,38,54,116,168.10000000000014,213,268.09999999999945
PA,8,2025-11-23,83,26,33.95,40,57,125,177,228,301.0499999999997
PA,9,2025-11-30,86,28,33,42,59.75,127,185,236.04999999999995,286.0499999999997
PA,10,2025-12-07,91,27,33.95,43,60,131.25,191,241.04999999999995,303.1999999999989
PA,11,2025-12-14,92,29,36,45,64,137,197.10000000000014,268.04999999999995,332.02499999999986
PA,12,2025-12-21,107,31.975,40,51,72,155.25,229,289.04999999999995,357
PA,13,2025-12-28,105.5,33.975,41,52,73,155,222.10000000000014,283.04999999999995,374.02499999999986
PA,14,2026-01-04,135,43,51,65,92,191,281.10000000000014,347.14999999999986,417.02499999999986
PA,15,2026-01-11,168.5,54,66.95,82,116,248,358.10000000000014,445,523
PA,16,2026-01-18,212,71,87,105,145.75,319,452.2000000000003,595.0999999999999,760.2749999999985
PA,17,2026-01-25,259.5,79.975,99,126,174,383,565.1000000000001,711,869.174999999999
PA,18,2026-02-01,299,97.95,120,153,207,449.25,634.3000000000004,803.1499999999999,952.2749999999985
PA,19,2026-02-08,315,106.97500000000001,129.95,157,217,464,662,825.1499999999999,1039.0499999999997
PA,20,2026-02-15,328,109,129,159,227,484.5,677,851.05,1102.4249999999977
PA,21,2026-02-22,326,108.975,129.95,161,230,474,683,867.05,1071.4249999999977
PA,22,2026-03-01,324,106,127,160.9,227,468,659,819,982.174999999999
PA,23,2026-03-08,319,107.975,127,156,217,481.25,678.3000000000004,860.05,1072.0999999999995
PA,24,2026-03-15,308,103.975,124.95,156,214,454,641.1000000000001,793,1065.1499999999992
PA,25,2026-03-22,285,94,115,143.9,200,430.25,598.1000000000001,769.0999999999999,997.0499999999997
PA,26,2026-03-29,272,85.975,103,130,186,403,568.2000000000003,742.0999999999999,940.1249999999993
PA,27,2026-04-05,262,88,105,129,178,385,544.6000000000008,694.3999999999996,846.2249999999988
PA,28,2026-04-12,241.5,79,95,116.9,167,348,505,627.0999999999999,799.1249999999993
PA,29,2026-04-19,230,73,87,110,152,346.25,506.10000000000014,641.05,772.0249999999999
PA,30,2026-04-26,214,73,88.95,107,149.75,312,451,549,692.3999999999978
PA,31,2026-05-03,200,65,78,96.9,137,293.25,417.10000000000014,527,637.0999999999995
PA,32,2026-05-10,183,62,76,91.9,125,265,387.10000000000014,479,577
PA,33,2026-05-17,166,52,65.95,82,116,244,342,424.04999999999995,531.0749999999996
PA,34,2026-05-24,144,48,57.95,72,101,213.25,306.10000000000014,406.04999999999995,486.0499999999997
PA,35,2026-05-31,129,41,50,61.900000000000006,88,190,273,336.0999999999999,423.09999999999945
PA,36,2026-06-07,113,36,44,55,78,171.25,249,319.04999999999995,396.0499999999997
PA,37,2026-06-14,103,33.975,41,51,71,150.25,215.10000000000014,269,358
PA,38,2026-06-21,91,28,35.95,45,63,134,189.10000000000014,242.04999999999995,290.02499999999986
PA,39,2026-06-28,83.5,26.975,32,40,57,122,176,220.04999999999995,280.0499999999997
PA,40,2026-07-05,77,25,30,38,53,114,162,200.04999999999995,253.02499999999986
PA,41,2026-07-12,71,22,28,36,49,103,151,188.04999999999995,234.14999999999918
PA,42,2026-07-19,67,22.975,26,32,47,99,143,180.04999999999995,216.02499999999986
PA,43,2026-07-26,66,21,26,31,45,94,136,180.0999999999999,219.02499999999986
PA,44,2026-08-02,68,21,25,32,45,97,141,173.0999999999999,234
PA,45,2026-08-09,68,21,26,32,46,100,145.10000000000014,182,223.02499999999986
PA,46,2026-08-16,66,21,25.950000000000003,32.900000000000006,46,96,141,179.0999999999999,238.04999999999973
PA,47,2026-08-23,65,19,24,30,44,97,137.10000000000014,177.04999999999995,216.02499999999986
PA,48,2026-08-30,61,19,24,30,42,93,136.10000000000014,172.04999999999995,226.04999999999973
PA,49,2026-09-06,61,18,22,29,41,89,128,165.04999999999995,201.14999999999918
PA,50,2026-09-13,59,20,24,29,41,85,122,158,193.04999999999973
PA,51,2026-09-20,58,17,22,26,39,86,130,164.04999999999995,209.02499999999986
PA,52,2026-09-27,57,18,21.950000000000003,27,39,83,122,153.04999999999995,193.02499999999986
PA,53,2026-10-04,57,17,22,27,39,84,119.10000000000014,153.04999999999995,196.02499999999986
PB,1,2025-10-05,121,26.975,35,46,73,195,313.10000000000014,408.04999999999995,564.0999999999995
PB,2,2025-10-12,114,24,33,43,67,184,301.10000000000014,383,492.02499999999986
PB,3,2025-10-19,103,21,28.950000000000003,40,62,165,249.10000000000014,321.0999999999999,433.0499999999997
PB,4,2025-10-26,95,20,27,35,59,155,249,330.04999999999995,437.0499999999997
PB,5,2025-11-02,94,20.975,27,36,57,146,222,294.04999999999995,362.1249999999993
PB,6,2025-11-09,87,20,25.950000000000003,34,53,142,223.10000000000014,303.0999999999999,387.0499999999997
PB,7,2025-11-16,86,19,24,34,54,139,226.10000000000014,301.0999999999999,379.02499999999986
PB,8,2025-11-23,82,19,25,33.900000000000006,51,138,214.10000000000014,284,370.2249999999988
PB,9,2025-11-30,82,19,25,33,51,135,213.10000000000014,288,367
PB,10,2025-12-07,82,20,26,34,52,134,212.10000000000014,289.04999999999995,400
PB,11,2025-12-14,88,19,25,33,54,138,214,283,368.02499999999986
PB,12,2025-12-21,90,20.975,27,35,55,147,224,303,374.17499999999905
PB,13,2025-12-28,91,19,26,35,56,144,224,293.0999999999999,383.02499999999986
PB,14,2026-01-04,96,23,30,38,58,159,242,318,421.1999999999989
PB,15,2026-01-11,109,25,34,43.900000000000006,70,176,269,368.0999999999999,471.02499999999986
PB,16,2026-01-18,128,29,40,52,80,203,319.10000000000014,420.0999999999999,567.1999999999989
PB,17,2026-01-25,146,35,44,58,92.75,242,387,524,655.1249999999993
PB,18,2026-02-01,170,42,54,70,104,277,440,569.05,731
PB,19,2026-02-08,201,49.975,62.95,83,126,322,486.10000000000014,638.0999999999999,819.1499999999992
PB,20,2026-02-15,229.5,56,69,92,148,374,581.1000000000001,739.0999999999999,970.2249999999988
PB,21,2026-02-22,266,61,81,110,168,441,682,879.1999999999998,1150.374999999998
PB,22,2026-03-01,304,76,93,118,194,494,767.2000000000003,1053.1499999999999,1335.2499999999986
PB,23,2026-03-08,329,77,105.95,134.9,208,541,856.3000000000004,1144.1,1456.0749999999996
PB,24,2026-03-15,358.5,86.97500000000001,112,146,221,575,872.1000000000001,1194.05,1496.2249999999988
PB,25,2026-03-22,383,92.975,121,156,239.75,619,972.1000000000001,1290,1775.199999999999
PB,26,2026-03-29,390,89,118.95,161,241,620.25,979.6000000000008,1346.05,1834.0249999999999
PB,27,2026-04-05,420,102.95000000000002,127,166,255,689,1110.1000000000001,1425.1,1886.2249999999988
PB,28,2026-04-12,430,105,132.95,171.8,260,690,1084.1000000000001,1398.8999999999992,1873.924999999995
PB,29,2026-04-19,437.5,109,138.95000000000002,182,280.75,698.25,1149.1000000000001,1573.4499999999996,2140
PB,30,2026-04-26,434.5,103.975,126,169.9,275,717,1170.2000000000003,1557.1499999999999,2112.6499999999965
PB,31,2026-05-03,457,113.975,141.95,186,285.75,715,1091,1523.6999999999994,1967.5249999999971
PB,32,2026-05-10,449.5,116,142.95000000000002,188.9,289,721.25,1106.1000000000001,1451.05,1873.6249999999966
PB,33,2026-05-17,448.5,107.975,138,183,282,722.25,1130,1490.4499999999996,2075.699999999996
PB,34,2026-05-24,431,111,141,185,272,689.25,1126.2000000000003,1594,2034.2749999999985
PB,35,2026-05-31,421,106.95000000000002,129,166,259,674.25,1040.5000000000007,1408.05,1859.3249999999982
PB,36,2026-06-07,404.5,96,119.95,160.9,258,634.75,984.2000000000003,1342.1,1745.7999999999956
PB,37,2026-06-14,394.5,96.94999999999999,125.95,163,253,645,988.6000000000008,1358.1999999999998,1715.0249999999999
PB,38,2026-06-21,367.5,91,112,148,232,587.5,936.2000000000003,1204.1,1549.2499999999986
PB,39,2026-06-28,362,98,117,149.9,224,587,907.1000000000001,1202.1,1514.2499999999986
PB,40,2026-07-05,343,86,104,139,216,552.25,915.2000000000003,1225.7999999999993,1660.0999999999995
PB,41,2026-07-12,332,78.95000000000002,101,128,203,529.25,860,1111.2499999999998,1502.899999999995
PB,42,2026-07-19,306,70,93,122,190,502.25,803.3000000000004,1082.05,1371.4999999999973
PB,43,2026-07-26,288,72,90,117,182,465,711.1000000000001,975.0999999999999,1247.1249999999993
PB,44,2026-08-02,274,63.975,82,108,172.75,446,681.3000000000004,911.3999999999996,1161.2749999999985
PB,45,2026-08-09,253,58,79.95,104.9,163,397,614.3000000000004,885.0999999999999,1128.3249999999982
PB,46,2026-08-16,234.5,55,70.95,94,147,369,580,798.0999999999999,1010.0749999999996
PB,47,2026-08-23,212,48.975,64,84,132.75,334,543.1000000000001,712.1499999999999,886.0999999999995
PB,48,2026-08-30,193,46,58,81,125,317,488.10000000000014,647.0999999999999,836.0499999999997
PB,49,2026-09-06,186,43,55,70,112,302,459.10000000000014,606.05,741.0749999999996
PB,50,2026-09-13,170,41,50.95,66,106,273,426.10000000000014,562.2999999999997,713.0999999999995
PB,51,2026-09-20,157,35,45,60.900000000000006,97.75,254.25,406.2000000000003,514,644.174999999999
PB,52,2026-09-27,137,33,41,53,85,228,354.10000000000014,458.04999999999995,590.0499999999997
PB,53,2026-10-04,131,30,39,53,81,207,331.10000000000014,425.04999999999995,578.1999999999989
PE,1,2025-10-05,279.5,54,67,91,149.75,507,858.1000000000001,1215.05,1692.0749999999996
PE,2,2025-10-12,262.5,51.975,63,91,150,476,847,1181.1499999999999,1697.174999999999
PE,3,2025-10-19,259,50,68,91,150,455.25,773.3000000000004,1143.6999999999994,1542.0999999999995
PE,4,2025-10-26,257,47,62,85.9,145,476,804.2000000000003,1125,1587.0249999999999
PE,5,2025-11-02,244,49,66,86,143,448.25,814,1153.05,1599.0999999999995
PE,6,2025-11-09,248.5,41,60,82,141.75,433,757.4000000000005,1088.099999999999,1425.0999999999995
PE,7,2025-11-16,240,46,64.95,84,140,426.25,726.4000000000005,1035.2499999999998,1353.2249999999988
PE,8,2025-11-23,235.5,44,57.95,83,133,427.25,742,1039.2499999999998,1355.0999999999995
PE,9,2025-11-30,234,45,58.95,81.80000000000001,135,415,704.1000000000001,947.1499999999999,1341.2499999999986
PE,10,2025-12-07,215,43,56.95,76,123.75,384,692.2000000000003,940.0999999999999,1329.7999999999956
PE,11,2025-12-14,215,39,54,78,126,383,677.2000000000003,961.0999999999999,1325.5999999999967
PE,12,2025-12-21,221,43,54.95,78,127,380,639.3000000000004,930.8999999999992,1301.2499999999986
PE,13,2025-12-28,221,40.975,53,74,123,394.25,649,973.1499999999999,1314.1249999999993
PE,14,2026-01-04,221,42,56,73,126,382.5,663.4000000000005,933.4499999999996,1426.0499999999997
PE,15,2026-01-11,229,46.975,63,83.9,130,403.25,674.3000000000004,948.05,1283.2249999999988
PE,16,2026-01-18,246,52,69.95,93,144.75,427,745,1081.6499999999994,1573.0999999999995
PE,17,2026-01-25,273,53,71,96,159,480.25,825.1000000000001,1162.2499999999989,1593.0749999999996
PE,18,2026-02-01,302.5,64.975,80,110,174,521,922.1000000000015,1344.9499999999991,1826.349999999998
PE,19,2026-02-08,330,67,95.95,121.9,193.75,598,1053.2000000000003,1543.1,2196.399999999998
PE,20,2026-02-15,382,78,99.95,131,222,631.5,1106.3000000000004,1614.7999999999993,2221.249999999999
PE,21,2026-02-22,430,94.97500000000001,118,147,242,741.5,1310.3000000000004,1797.1999999999998,2393.849999999996
PE,22,2026-03-01,464,103.975,129,169,272,822,1365.1000000000001,1860.3999999999996,2650.524999999997
PE,23,2026-03-08,519.5,107.975,134,191,301.75,887.25,1540.1000000000001,2090.5499999999993,2921.9999999999945
PE,24,2026-03-15,538,123.975,157,205,328,937.5,1621.1000000000001,2293.0999999999995,3123.4249999999975
PE,25,2026-03-22,597,120.975,151.95,212,348,1042.25,1756.1000000000001,2532.5499999999993,3546.149999999999
PE,26,2026-03-29,621,146.97500000000002,184.95,233.9,357,1090,1869.3000000000004,2613.0499999999997,3467.899999999995
PE,27,2026-04-05,657.5,152.95,194,248,385,1198.25,1984.6000000000008,2788.1499999999996,3716.8749999999955
PE,28,2026-04-12,704.5,152.975,200,273,419,1227,2091.2000000000003,2908.45,3972
PE,29,2026-04-19,711,156,197.95,263,409.5,1240.25,2115.4000000000005,2898.6999999999994,4028.2749999999987
PE,30,2026-04-26,740.5,146,197.95,265.9,440.75,1252.25,2120.3,2875.1499999999987,4285
PE,31,2026-05-03,753,167.975,223.8,283.8,444.75,1297.25,2242.7000000000007,3197.0999999999995,4377.6749999999965
PE,32,2026-05-10,758.5,171,219,291.9,453.75,1259.5,2191.4000000000005,3107.8999999999996,4120.499999999997
PE,33,2026-05-17,746,157,200.95,267.9,446,1265.25,2140.2000000000016,2939.5999999999995,3815.724999999996
