uf,geocode,regional,regional_geocode,macroregional,macroregional_geocode
SP,3533007,São José do Rio Preto,35155,RRAS12,3531
PA,1505908,Xingu,15012,Macrorregional III,1510
SC,4209102,Nordeste,42011,Planalto Norte e Nordeste,4211
SP,3515707,Alto do Tietê,35011,RRAS2,3525
SP,3508009,Itapeva,35162,RRAS8,3519
BA,2903953,Vitória da Conquista,29028,Sudoeste,2911
SP,3553302,Mantiqueira,35142,RRAS15,3528
PI,2207405,Chapada das Mangabeiras,22002,Cerrados,2210
SP,3518859,Aquífero Guarani,35132,RRAS13,3530
PI,2210052,Cocais,22003,Litoral,2209
SP,3544400,Central do DRS II,35021,RRAS12,3531
BA,2907905,Ribeira do Pombal,29019,Nordeste,2914
SP,3536604,São José do Rio Preto,35155,RRAS12,3531
SP,3523602,Rio Claro,35104,RRAS14,3529
PR,4117008,18ª RS Cornélio Procópio,41018,Norte,4105
BA,2902658,Ribeira do Pombal,29019,Nordeste,2914
PI,2210904,Vale dos Rios Piauí e Itaueiras,22011,Cerrados,2210
SP,3513009,Mananciais,35013,RRAS4,3523
PA,1501758,Carajás,15003,Macrorregional IV,1509
RS,4322301,Região 14 - Fronteira Noroeste,43014,Missioneira,4312
SP,3546801,Alto do Tietê,35011,RRAS2,3525
BA,2905107,Jacobina,29014,Centro - Norte,2918
SP,3554003,Itapetininga,35161,RRAS8,3519
SP,3546009,Alto Vale do Paraíba,35171,RRAS17,3526
PI,2211704,Vale do Rio Guaribas,22009,Semi-árido,2207
SP,3537008,Três Colinas,35081,RRAS13,3530
SP,3555000,Tupã,35095,RRAS10,3533
SP,3553856,Itapeva,35162,RRAS8,3519
SP,3556602,Marília,35093,RRAS10,3533
SP,3524402,Alto Vale do Paraíba,35171,RRAS17,3526
SP,3509106,Extremo Oeste Paulista,35114,RRAS11,3532
BA,2902906,Vitória da Conquista,29028,Sudoeste,2911
SP,3509254,Vale do Ribeira,35121,RRAS7,3520
SP,3509502,RM de Campinas,35072,RRAS15,3528
SC,4204004,Meio Oeste,42008,Meio Oeste e Serra Catarinense,4212
SP,3549904,Alto Vale do Paraíba,35171,RRAS17,3526
BA,2903102,Jequié,29015,Sul,2910
SP,3551801,Vale do Ribeira,35121,RRAS7,3520
SP,3518503,Itapetininga,35161,RRAS8,3519
BA,2901502,Feira de Santana,29006,Centro-Leste,2917
SC,4219507,Xanxerê,42003,Grande Oeste,4213
SP,3524600,Vale do Ribeira,35121,RRAS7,3520
SC,4204194,Alto Vale do Itajaí,42004,Alto Vale do Itajaí,4216
SP,3527108,Lins,35065,RRAS9,3518
SP,3528502,Franco da Rocha,35012,RRAS3,3524
SC,4202909,Médio Vale do Itajaí,42006,Alto Vale do Itajaí,4216
SP,3507605,Bragança,35071,RRAS16,3527
BA,2904704,Itabuna,29012,Sul,2910
PI,2209807,Entre Rios,22004,Meio Norte,2208
SP,3529708,Alta Mogiana,35083,RRAS13,3530
SC,4209177,Xanxerê,42003,Grande Oeste,4213
SP,3538709,Piracicaba,35103,RRAS14,3529
PI,2207603,Chapada das Mangabeiras,22002,Cerrados,2210
BA,2905701,Camaçari,29004,Leste,2915
SP,3542206,Alto Capivari,35113,RRAS11,3532
PA,1501725,Xingu,15012,Macrorregional III,1510
SP,3551009,Baixada Santista,35041,RRAS7,3520
SC,4211058,Meio Oeste,42008,Meio Oeste e Serra Catarinense,4212
BA,2904852,Cruz das Almas,29005,Leste,2915
SP,3537305,Consórcios do DRS II,35023,RRAS12,3531
SP,3518800,Alto do Tietê,35011,RRAS2,3525
SP,3520905,Ourinhos,35094,RRAS10,3533
SP,3504404,Consórcios do DRS II,35023,RRAS12,3531
SP,3501905,Circuito das Águas,35074,RRAS15,3528
SP,3503109,Vale do Jurumirim,35061,RRAS9,3518
SP,3504008,Assis,35092,RRAS10,3533
SP,3520202,Alto Vale do Paraíba,35171,RRAS17,3526
SP,3516200,Três Colinas,35081,RRAS13,3530
SP,3513603,Circ. da Fé e Vale Histórico,35172,RRAS17,3526
SP,3513405,Circ. da Fé e Vale Histórico,35172,RRAS17,3526
SP,3513108,Aquífero Guarani,35132,RRAS13,3530
SP,3512902,Votuporanga,35157,RRAS12,3531
SC,4201505,Laguna,42016,Sul,4210
SP,3512209,Araras,35101,RRAS14,3529
SP,3512100,Norte - Barretos,35051,RRAS13,3530
SP,3511904,Consórcios do DRS II,35023,RRAS12,3531
SP,3540606,Sorocaba,35163,RRAS8,3519
SP,3510005,Assis,35092,RRAS10,3533
BA,2925808,Serrinha,29025,Centro-Leste,2917
SP,3506805,Jaú,35064,RRAS9,3518
SP,3502507,Circ. da Fé e Vale Histórico,35172,RRAS17,3526
MG,3130705,Uberlândia / Araguari,31075,Triângulo do Norte,3113
MG,3131109,Curvelo,31019,Centro,3103
SC,4201950,Extremo Sul Catarinense,42014,Sul,4210
MG,3135902,São Lourenço,31008,Sul,3101
MG,3136009,Almenara/Jacinto,31094,Nordeste,3111
MG,3136702,Juiz de Fora,31097,Sudeste,3107
MG,3137809,São Lourenço,31008,Sul,3101
MG,3139102,São João Del Rei,31015,Centro Sul,3102
MG,3140530,Manhuaçu,31059,Leste do Sul,3110
MG,3140803,Juiz de Fora,31097,Sudeste,3107
MG,3141306,Formiga,31030,Oeste,3105
MG,3145208,Pará de Minas,31032,Oeste,3105
MG,3146503,Formiga,31030,Oeste,3105
MG,3147006,Unaí,31058,Noroeste,3109
MG,3150802,Conselheiro Lafaiete,31079,Centro Sul,3102
MG,3155702,João Monlevade,31023,Centro,3103
MG,3156106,São João Del Rei,31015,Centro Sul,3102
MG,3156700,Belo Horizonte/ Nova Lima/ Caeté,31016,Centro,3103
BA,2917201,Brumado,29003,Sudoeste,2911
BA,2922607,Valença,29027,Sul,2910
MG,3157005,salinas,31098,Norte,3108
MG,3157377,salinas,31098,Norte,3108
MG,3158003,Itabira,31021,Centro,3103
MG,3158102,Almenara/Jacinto,31094,Nordeste,3111
BA,2931509,Serrinha,29025,Centro-Leste,2917
MG,3158607,Juiz de Fora,31097,Sudeste,3107
MG,3159001,Vespasiano,31025,Centro,3103
MG,3161056,Mantena,31038,Leste,3106
MG,3161403,Muriaé,31045,Sudeste,3107
MG,3162575,Mantena,31038,Leste,3106
MG,3162708,Taiobeiras,31085,Norte,3108
MG,3163201,Itajubá,31003,Sul,3101
BA,2931202,Valença,29027,Sul,2910
MG,3163409,Ponte Nova,31060,Leste do Sul,3110
MG,3163508,Peçanha/São João Evangelista,31080,Leste,3106
SP,3525300,Jaú,35064,RRAS9,3518
MG,3164001,Ponte Nova,31060,Leste do Sul,3110
MG,3164100,Peçanha/São João Evangelista,31080,Leste,3106
MG,3164209,Brasília de Minas/São Francisco,31049,Norte,3108
MG,3164506,Santa Maria do Suaçuí,31081,Leste,3106
MG,3165206,Três Corações,31010,Sul,3101
MG,3165305,São João Del Rei,31015,Centro Sul,3102
MG,3166105,Guanhães,31020,Centro,3103
BA,2928059,Ilhéus,29009,Sul,2910
MG,3166303,Ponte Nova,31060,Leste do Sul,3110
MG,3166402,São Lourenço,31008,Sul,3101
MG,3166709,Nanuque,31066,Nordeste,3111
MG,3166808,Patos de Minas,31057,Noroeste,3109
MG,3168101,Araxá,31070,Triângulo do Sul,3112
SP,3500709,Bauru,35062,RRAS9,3518
MG,3130051,Brasília de Minas/São Francisco,31049,Norte,3108
MG,3128501,São João Nepomuceno / bicas,31047,Sudeste,3107
MG,3128402,Ubá,31048,Sudeste,3107
MG,3128253,Bocaiúva,31083,Norte,3108
MG,3127404,Itajubá,31003,Sul,3101
MG,3125903,Itabira,31021,Centro,3103
MG,3125804,Governador Valadares,31036,Leste,3106
MG,3125101,Pouso Alegre,31007,Sul,3101
MG,3124401,Pouso Alegre,31007,Sul,3101
MG,3123304,Ubá,31048,Sudeste,3107
MG,3123007,São João Del Rei,31015,Centro Sul,3102
MG,3120508,São Lourenço,31008,Sul,3101
MG,3120300,Francisco Sá,31051,Norte,3108
MG,3118403,Resplendor,31040,Leste,3106
MG,3118205,Uberaba,31072,Triângulo do Sul,3112
MG,3116209,Juiz de Fora,31097,Sudeste,3107
MG,3115904,Juiz de Fora,31097,Sudeste,3107
MG,3115300,Leopoldina / Cataguases,31044,Sudeste,3107
MG,3115003,Uberlândia / Araguari,31075,Triângulo do Norte,3113
MG,3114303,São Gotardo,31082,Noroeste,3109
MG,3113602,Pouso Alegre,31007,Sul,3101
MG,3113206,Barbacena,31013,Centro Sul,3102
MG,3112109,Carangola,31042,Sudeste,3107
MG,3111705,Viçosa,31061,Leste do Sul,3110
MG,3111101,Ituiutaba,31073,Triângulo do Norte,3113
MG,3109709,Pouso Alegre,31007,Sul,3101
MG,3102209,Resplendor,31040,Leste,3106
MG,3101805,Governador Valadares,31036,Leste,3106
MG,3101631,Barbacena,31013,Centro Sul,3102
RS,4323754,Região 11 - Sete Povos das Missões,43011,Missioneira,4312
RS,4322400,Região 03 - Fronteira Oeste,43003,Centro-oeste,4314
RS,4322327,Região 21 - Sul,43021,Sul,4309
RS,4321709,Região 06 - Vale do Paranhana e Costa Serr,43006,Metropolitana,4313
RS,4321634,Região 16 - Alto Uruguai Gaúcho,43016,Norte,4311
RS,4320552,Região 09 - Carbonífera/Costa Doce,43009,Metropolitana,4313
RS,4320206,Região 15 - Caminho das Águas,43015,Norte,4311
RS,4319703,Região 16 - Alto Uruguai Gaúcho,43016,Norte,4311
RS,4306056,Região 21 - Sul,43021,Sul,4309
RS,4306072,Região 15 - Caminho das Águas,43015,Norte,4311
RS,4306205,Região 29 - Vales e Montanhas,43029,Vales,4308
RS,4306304,Região 17 - Planalto,43017,Norte,4311
RS,4306320,Região 15 - Caminho das Águas,43015,Norte,4311
RS,4306353,Região 11 - Sete Povos das Missões,43011,Missioneira,4312
RS,4306379,Região 01 - Verdes Campos,43001,Centro-oeste,4314
RS,4306452,Região 29 - Vales e Montanhas,43029,Vales,4308
RS,4306502,Região 09 - Carbonífera/Costa Doce,43009,Metropolitana,4313
RS,4306551,Região 04 - Belas Praias,43004,Metropolitana,4313
RS,4306601,Região 22 - Pampa,43022,Sul,4309
RS,4306734,Região 14 - Fronteira Noroeste,43014,Missioneira,4312
RS,4306759,Região 29 - Vales e Montanhas,43029,Vales,4308
RS,4306767,Região 09 - Carbonífera/Costa Doce,43009,Metropolitana,4313
RS,4306809,Região 29 - Vales e Montanhas,43029,Vales,4308
SP,3539202,Alta Sorocabana,35112,RRAS11,3532
RS,4306908,Região 27 - Jacuí Centro,43027,Vales,4308
RS,4306924,Região 20 - Rota da Produção,43020,Norte,4311
RS,4306957,Região 16 - Alto Uruguai Gaúcho,43016,Norte,4311
RS,4306973,Região 16 - Alto Uruguai Gaúcho,43016,Norte,4311
RS,4308607,Região 25 - Vinhedos e Basalto,43025,Serra,4310
RS,4309050,Região 10 - Capital e Vale do Gravataí,43010,Metropolitana,4313
RS,4310439,Região 26 - Uva Vale,43026,Serra,4310
RS,4310652,Região 04 - Belas Praias,43004,Metropolitana,4313
SC,4205175,Xanxerê,42003,Grande Oeste,4213
RS,4310900,Região 16 - Alto Uruguai Gaúcho,43016,Norte,4311
RS,4311304,Região 18 - Araucárias,43018,Norte,4311
RS,4311429,Região 20 - Rota da Produção,43020,Norte,4311
RS,4311502,Região 22 - Pampa,43022,Sul,4309
RS,4311775,Região 04 - Belas Praias,43004,Metropolitana,4313
RS,4311908,Região 16 - Alto Uruguai Gaúcho,43016,Norte,4311
RS,4312138,Região 17 - Planalto,43017,Norte,4311
RS,4312377,Região 24 - Campos de Cima da Serra,43024,Serra,4310
RS,4312617,Região 24 - Campos de Cima da Serra,43024,Serra,4310
RS,4314027,Região 01 - Verdes Campos,43001,Centro-oeste,4314
RS,4314050,Região 06 - Vale do Paranhana e Costa Serr,43006,Metropolitana,4313
RS,4315305,Região 03 - Fronteira Oeste,43003,Centro-oeste,4314
RS,4315313,Região 16 - Alto Uruguai Gaúcho,43016,Norte,4311
RS,4316303,Região 11 - Sete Povos das Missões,43011,Missioneira,4312
RS,4316451,Região 12 - Portal das Missões,43012,Missioneira,4312
RS,4318804,Região 21 - Sul,43021,Sul,4309
RS,4305975,Região 17 - Planalto,43017,Norte,4311
RS,4305835,Região 29 - Vales e Montanhas,43029,Vales,4308
RS,4305116,Região 16 - Alto Uruguai Gaúcho,43016,Norte,4311
RS,4304853,Região 16 - Alto Uruguai Gaúcho,43016,Norte,4311
RS,4304507,Região 21 - Sul,43021,Sul,4309
RS,4304358,Região 22 - Pampa,43022,Sul,4309
BA,2923902,Itabuna,29012,Sul,2910
MG,3132107,Januária,31053,Norte,3108
MG,3130606,Pouso Alegre,31007,Sul,3101
MG,3123908,Congonhas,31078,Centro Sul,3102
MG,3123809,Bocaiúva,31083,Norte,3108
MG,3123502,Patrocínio / Monte Carmelo,31074,Triângulo do Norte,3113
BA,2918902,Teixeira de Freitas,29026,Extremo Sul,2916
MG,3117702,São Lourenço,31008,Sul,3101
MG,3115706,Mantena,31038,Leste,3106
MG,3113503,Diamantina,31026,Jequitinhonha,3104
MG,3112208,Barbacena,31013,Centro Sul,3102
MG,3101300,São Lourenço,31008,Sul,3101
MG,3100500,Ipatinga,31037,Vale do Aço,3114
SC,4213708,Alto Vale do Itajaí,42004,Alto Vale do Itajaí,4216
SC,4217709,Extremo Sul Catarinense,42014,Sul,4210
SC,4214607,Alto Vale do Itajaí,42004,Alto Vale do Itajaí,4216
SC,4216305,Grande Florianópolis,42007,Grande Florianópolis,4214
SC,4219176,Meio Oeste,42008,Meio Oeste e Serra Catarinense,4212
SC,4217956,Extremo Oeste,42001,Grande Oeste,4213
SC,4206306,Médio Vale do Itajaí,42006,Alto Vale do Itajaí,4216
SC,4212304,Grande Florianópolis,42007,Grande Florianópolis,4214
SC,4204152,Meio Oeste,42008,Meio Oeste e Serra Catarinense,4212
SC,4216909,Xanxerê,42003,Grande Oeste,4213
SC,4204509,Nordeste,42011,Planalto Norte e Nordeste,4211
SC,4205431,Oeste,42002,Grande Oeste,4213
SC,4215505,Alto Vale do Rio do Peixe,42009,Meio Oeste e Serra Catarinense,4212
GO,5202155,Rio Vermelho,52012,Centro-Oeste,5208
GO,5221197,Pirineus,52011,Centro-Norte,5209
GO,5219738,Central,52001,Centro-Oeste,5208
GO,5213004,Sudoeste I,52015,Sudoeste,5206
GO,5204201,Oeste II,52010,Centro-Oeste,5208
GO,5210604,São Patrício II,52018,Centro-Norte,5209
GO,5215603,São Patrício II,52018,Centro-Norte,5209
GO,5208400,Pirineus,52011,Centro-Norte,5209
MT,5106240,Teles Pires,51014,Norte,5103
MT,5106257,Garças Araguaia,51005,Leste,5104
PI,2205854,Cocais,22003,Litoral,2209
MT,5107776,Araguaia Xingu,51003,Leste,5104
SP,3531902,Alta Anhanguera,35082,RRAS13,3530
MT,5107909,Teles Pires,51014,Norte,5103
MT,5107925,Teles Pires,51014,Norte,5103
MT,5107941,Vale dos Arinos,51016,Norte,5103
MT,5108105,Sul Matogrossense,51013,Sul,5101
MT,5108303,Teles Pires,51014,Norte,5103
PR,4102703,19ª RS Jacarezinho,41019,Norte,4105
MT,5108600,Araguaia Xingu,51003,Leste,5104
MT,5108857,Médio Norte Matogrossense,51007,Centro-Norte,5105
MT,5107263,Médio Norte Matogrossense,51007,Centro-Norte,5105
MT,5107305,Centro Norte,51004,Centro-Norte,5105
PE,2609600,Recife,26010,Metropolitana,2607
PE,2609808,Petrolina,26009,Vale do S.Francisco e Araripe,2605
PE,2610707,Recife,26010,Metropolitana,2607
PR,4103602,19ª RS Jacarezinho,41019,Norte,4105
PE,2612307,Garanhuns,26004,Agreste,2608
PE,2612901,Palmares,26008,Metropolitana,2607
PE,2600302,Caruaru,26003,Agreste,2608
PE,2601904,Caruaru,26003,Agreste,2608
PE,2602407,Garanhuns,26004,Agreste,2608
PE,2602704,Limoeiro,26006,Metropolitana,2607
PR,4109005,19ª RS Jacarezinho,41019,Norte,4105
PE,2613008,Caruaru,26003,Agreste,2608
PE,2613800,Goiana,26005,Metropolitana,2607
PE,2614402,Afogados da Ingazeira,26001,Sertão,2606
PE,2614600,Afogados da Ingazeira,26001,Sertão,2606
PE,2615102,Garanhuns,26004,Agreste,2608
PE,2615508,Limoeiro,26006,Metropolitana,2607
PE,2616308,Limoeiro,26006,Metropolitana,2607
PE,2604205,Palmares,26008,Metropolitana,2607
PE,2603900,Afogados da Ingazeira,26001,Sertão,2606
PE,2605301,Ouricuri,26007,Vale do S.Francisco e Araripe,2605
PE,2606002,Garanhuns,26004,Agreste,2608
PE,2607752,Recife,26010,Metropolitana,2607
PE,2608107,Limoeiro,26006,Metropolitana,2607
PE,2600104,Afogados da Ingazeira,26001,Sertão,2606
PE,2603306,Garanhuns,26004,Agreste,2608
PE,2604304,Salgueiro,26011,Vale do S.Francisco e Araripe,2605
RS,4302709,Região 09 - Carbonífera/Costa Doce,43009,Metropolitana,4313
PE,2607802,Goiana,26005,Metropolitana,2607
PE,2614808,Arcoverde,26002,Sertão,2606
PE,2601607,Salgueiro,26011,Vale do S.Francisco e Araripe,2605
PR,4110078,21ª RS Telêmaco Borba,41021,Leste,4107
PE,2613909,Serra Talhada,26012,Sertão,2606
PE,2608602,Garanhuns,26004,Agreste,2608
PE,2608701,Palmares,26008,Metropolitana,2607
PE,2609105,Limoeiro,26006,Metropolitana,2607
PE,2609154,Arcoverde,26002,Sertão,2606
PE,2609907,Ouricuri,26007,Vale do S.Francisco e Araripe,2605
PE,2600500,Garanhuns,26004,Agreste,2608
PE,2614105,Arcoverde,26002,Sertão,2606
SC,4200804,Extremo Oeste,42001,Grande Oeste,4213
PE,2602100,Garanhuns,26004,Agreste,2608
PE,2603454,Recife,26010,Metropolitana,2607
BA,2917508,Jacobina,29014,Centro - Norte,2918
PE,2615607,Ouricuri,26007,Vale do S.Francisco e Araripe,2605
PE,2616407,Recife,26010,Metropolitana,2607
PE,2615201,Salgueiro,26011,Vale do S.Francisco e Araripe,2605
PE,2614303,Ouricuri,26007,Vale do S.Francisco e Araripe,2605
RJ,3300258,Baixada Litorânea,33002,Macrorregião III,3310
RJ,3301850,Serrana,33009,Macrorregião II,3311
SC,4201604,Alto Vale do Rio do Peixe,42009,Meio Oeste e Serra Catarinense,4212
RJ,3304110,Médio Paraíba,33004,Macrorregião I,3312
RJ,3306156,Noroeste,33007,Macrorregião III,3310
MT,5106216,Norte Matogrossense,51010,Norte,5103
MT,5106158,Alto Tapajós,51001,Norte,5103
PI,2210953,Vale dos Rios Piauí e Itaueiras,22011,Cerrados,2210
MT,5105580,Norte Matogrossense,51010,Norte,5103
MT,5105234,Oeste Matogrossense,51011,Oeste,5102
MT,5105176,Noroeste Matogrossense,51008,Centro-Norte,5105
MT,5106273,Vale dos Arinos,51016,Norte,5103
SC,4200754,Alto Uruguai Catarinense,42010,Meio Oeste e Serra Catarinense,4212
MS,5004700,Dourados,50003,Dourados,5006
MS,5007901,Campo Grande,50001,Campo Grande,5008
MS,5001243,Dourados,50003,Dourados,5006
MA,2100436,Codó,21007,Leste,2111
MA,2104107,Balsas,21003,Sul,2109
MA,2104099,Balsas,21003,Sul,2109
MA,2107001,Imperatriz,21008,Sul,2109
RS,4302402,Região 30 - Vale da Luz,43030,Vales,4308
MA,2111078,Caxias,21005,Leste,2111
MA,2101400,Balsas,21003,Sul,2109
MA,2100501,Balsas,21003,Sul,2109
MA,2105351,Barra do Corda,21004,Sul,2109
MA,2110302,Presidente Dutra,21012,Leste,2111
PI,2210508,Entre Rios,22004,Meio Norte,2208
MA,2102309,São João dos Patos,21015,Leste,2111
MA,2101350,Viana,21018,Norte,2110
RS,4301750,Região 09 - Carbonífera/Costa Doce,43009,Metropolitana,4313
MA,2103257,Açailândia,21001,Sul,2109
RS,4301701,Região 16 - Alto Uruguai Gaúcho,43016,Norte,4311
MA,2103174,Zé Doca,21019,Norte,2110
MA,2110708,Presidente Dutra,21012,Leste,2111
MA,2104800,Barra do Corda,21004,Sul,2109
MA,2100873,Zé Doca,21019,Norte,2110
MA,2103505,São João dos Patos,21015,Leste,2111
MA,2107803,Timon,21017,Leste,2111
RS,4301552,Região 16 - Alto Uruguai Gaúcho,43016,Norte,4311
MA,2112407,Pinheiro,21011,Norte,2110
RS,4301503,Região 13 - Diversidade,43013,Missioneira,4312
SC,4200507,Oeste,42002,Grande Oeste,4213
MA,2109759,Presidente Dutra,21012,Leste,2111
MA,2111631,Pedreiras,21010,Leste,2111
PI,2206209,Entre Rios,22004,Meio Norte,2208
BA,2913200,Ibotirama,29008,Oeste,2912
MA,2109551,Imperatriz,21008,Sul,2109
MA,2109007,Imperatriz,21008,Sul,2109
MA,2102705,Itapecuru Mirim,21009,Norte,2110
SC,4214201,Oeste,42002,Grande Oeste,4213
MA,2111573,Balsas,21003,Sul,2109
MA,2101004,Itapecuru Mirim,21009,Norte,2110
MA,2106409,Chapadinha,21006,Norte,2110
PR,4126306,3ª RS Ponta Grossa,41003,Leste,4107
MA,2102804,Imperatriz,21008,Sul,2109
MA,2110278,Rosário,21013,Norte,2110
SP,3518107,Marília,35093,RRAS10,3533
ES,3202702,Metropolitana,32002,Metropolitana,3207
ES,3200136,Central,32001,Central,3208
TO,1714203,Amor Perfeito,17008,Centro-Sul,1702
TO,1720101,Bico do Papagaio,17002,Norte,1701
TO,1716109,Cantão,17007,Centro-Sul,1702
TO,1703800,Bico do Papagaio,17002,Norte,1701
TO,1720903,Sudeste,17003,Centro-Sul,1702
TO,1703701,Amor Perfeito,17008,Centro-Sul,1702
TO,1713601,Amor Perfeito,17008,Centro-Sul,1702
TO,1718865,Médio Norte Araguaia,17001,Norte,1701
RR,1400456,Centro Norte,14001,Roraima,1401
RR,1400209,Sul,14002,Roraima,1401
RR,1400175,Centro Norte,14001,Roraima,1401
RO,1101476,Café,11002,Cacoal,1101
RO,1101468,Cone Sul,11006,Cacoal,1101
RO,1100940,Vale do Jamari,11001,Porto Velho,1102
RO,1100502,Zona da Mata,11005,Cacoal,1101
SC,4205308,Xanxerê,42003,Grande Oeste,4213
RO,1100403,Vale do Jamari,11001,Porto Velho,1102
RO,1100155,Central,11003,Porto Velho,1102
RO,1100130,Vale do Jamari,11001,Porto Velho,1102
RO,1100114,Central,11003,Porto Velho,1102
RO,1100031,Cone Sul,11006,Cacoal,1101
SE,2805604,Nossa Senhora da Glória,28005,Macro Única,2801
MT,5101001,Garças Araguaia,51005,Leste,5104
SE,2804300,Propriá,28007,Macro Única,2801
SE,2805208,Itabaiana,28003,Macro Única,2801
CE,2303204,Juazeiro do Norte,23021,Cariri,2308
PI,2207504,Entre Rios,22004,Meio Norte,2208
PB,2504801,7ª Região,25007,Sertão/Alto Sertão,2501
SC,4218608,Alto Vale do Itajaí,42004,Alto Vale do Itajaí,4216
RS,4300034,Região 22 - Pampa,43022,Sul,4309
RS,4300554,Região 19 - Botucaraí,43019,Norte,4311
RS,4300604,Região 10 - Capital e Vale do Gravataí,43010,Metropolitana,4313
TO,1703206,Cerrado Tocantins Araguaia,17004,Norte,1701
TO,1703909,Cantão,17007,Centro-Sul,1702
TO,1705508,Cerrado Tocantins Araguaia,17004,Norte,1701
TO,1707108,Cantão,17007,Centro-Sul,1702
TO,1715705,Cerrado Tocantins Araguaia,17004,Norte,1701
PI,2209203,Chapada das Mangabeiras,22002,Cerrados,2210
TO,1712504,Cantão,17007,Centro-Sul,1702
TO,1718758,Capim Dourado,17006,Centro-Sul,1702
TO,1720002,Bico do Papagaio,17002,Norte,1701
TO,1709500,Ilha do Bananal,17005,Centro-Sul,1702
TO,1702000,Ilha do Bananal,17005,Centro-Sul,1702
TO,1702307,Cerrado Tocantins Araguaia,17004,Norte,1701
TO,1715002,Cantão,17007,Centro-Sul,1702
TO,1715101,Capim Dourado,17006,Centro-Sul,1702
TO,1705557,Sudeste,17003,Centro-Sul,1702
TO,1711951,Capim Dourado,17006,Centro-Sul,1702
TO,1714302,Bico do Papagaio,17002,Norte,1701
TO,1717909,Amor Perfeito,17008,Centro-Sul,1702
TO,1718659,Sudeste,17003,Centro-Sul,1702
TO,1707553,Amor Perfeito,17008,Centro-Sul,1702
TO,1715754,Ilha do Bananal,17005,Centro-Sul,1702
TO,1718550,Bico do Papagaio,17002,Norte,1701
TO,1720150,Capim Dourado,17006,Centro-Sul,1702
TO,1721000,Capim Dourado,17006,Centro-Sul,1702
TO,1706001,Cerrado Tocantins Araguaia,17004,Norte,1701
TO,1703826,Bico do Papagaio,17002,Norte,1701
TO,1707652,Ilha do Bananal,17005,Centro-Sul,1702
TO,1721109,Capim Dourado,17006,Centro-Sul,1702
TO,1717008,Amor Perfeito,17008,Centro-Sul,1702
TO,1718402,Cerrado Tocantins Araguaia,17004,Norte,1701
BA,2933158,Jacobina,29014,Centro - Norte,2918
TO,1718451,Cantão,17007,Centro-Sul,1702
TO,1718808,Bico do Papagaio,17002,Norte,1701
TO,1718840,Ilha do Bananal,17005,Centro-Sul,1702
TO,1720655,Amor Perfeito,17008,Centro-Sul,1702
TO,1709005,Médio Norte Araguaia,17001,Norte,1701
TO,1709302,Cerrado Tocantins Araguaia,17004,Norte,1701
SP,3532603,Votuporanga,35157,RRAS12,3531
TO,1712157,Sudeste,17003,Centro-Sul,1702
TO,1720937,Sudeste,17003,Centro-Sul,1702
AL,2701605,9ª Região de Saúde,27009,2ª Macrorregião de Saúde,2703
AL,2703007,3ª Região de Saúde,27003,1ª Macrorregião de Saúde,2704
AL,2703601,2ª Região de Saúde,27002,1ª Macrorregião de Saúde,2704
AL,2704104,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703
AL,2705903,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703
AL,2708105,3ª Região de Saúde,27003,1ª Macrorregião de Saúde,2704
AL,2708402,9ª Região de Saúde,27009,2ª Macrorregião de Saúde,2703
AL,2700607,1ª Região de Saúde,27001,1ª Macrorregião de Saúde,2704
AL,2706505,2ª Região de Saúde,27002,1ª Macrorregião de Saúde,2704
AL,2707800,5ª Região de Saúde,27005,1ª Macrorregião de Saúde,2704
SC,4211801,Meio Oeste,42008,Meio Oeste e Serra Catarinense,4212
AL,2704302,1ª Região de Saúde,27001,1ª Macrorregião de Saúde,2704
AL,2708808,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703
AM,1303536,"Manaus, Entorno e Alto Rio Negro",13001,Central,1304
AM,1300706,Regional Purus,13006,Central,1304
AM,1304260,Triângulo,13008,Oeste,1302
PA,1501402,Metropolitana I,15006,Macrorregional I,1512
PA,1503200,Metropolitana III,15008,Macrorregional II,1511
PA,1504109,Metropolitana III,15008,Macrorregional II,1511
PA,1504406,Metropolitana III,15008,Macrorregional II,1511
PA,1506302,Marajó I,15013,Macrorregional I,1512
PA,1507102,Metropolitana II,15007,Macrorregional II,1511
PA,1508159,Xingu,15012,Macrorregional III,1510
PA,1507409,Metropolitana III,15008,Macrorregional II,1511
PA,1503044,Araguaia,15001,Macrorregional IV,1509
PA,1507607,Metropolitana III,15008,Macrorregional II,1511
RO,1100080,Vale do Guaporé,11007,Cacoal,1101
RO,1100205,Madeira-Mamoré,11004,Porto Velho,1102
RO,1100288,Zona da Mata,11005,Cacoal,1101
RO,1100338,Madeira-Mamoré,11004,Porto Velho,1102
RO,1100908,Zona da Mata,11005,Cacoal,1101
RO,1101005,Central,11003,Porto Velho,1102
RO,1101708,Central,11003,Porto Velho,1102
RO,1100304,Cone Sul,11006,Cacoal,1101
RO,1101401,Vale do Jamari,11001,Porto Velho,1102
RO,1101500,Vale do Guaporé,11007,Cacoal,1101
SE,2805505,Lagarto,28004,Macro Única,2801
SE,2803203,Aracaju,28001,Macro Única,2801
SE,2801306,Nossa Senhora do Socorro,28006,Macro Única,2801
SE,2806800,Itabaiana,28003,Macro Única,2801
